,tweet_created_at,tweet_full_text,text_clean
661,Fri Sep 07 15:01:01 +0000 2018,@Thomas1774Paine #JustDoIt DO IT! I DARE THEM! THEY WILL GET THEIR ASSES HANDED TO THEM ON A SILVER PLATTER BY PRESIDENT TRUMP! DO IT!,user_ment justdoit do it i dare them they will get their ass hand to them on a silver platter by presid trump do it
504,Fri Sep 07 15:00:57 +0000 2018,Where are all the videos of people burning their Mustangs and F-150's ?   #JustDoIt #DumbAssRednecks,where are all the video of peopl burn their mustang and f150 justdoit dumbassredneck
2850,Fri Sep 07 15:00:49 +0000 2018,"Let’s do it. It’s #NIKESunday at Ebenezer this Sunday!
Wear your #NIKE gear.
#JustDoIt #MyEbenezer https://t.co/7TXmw0NfwM",do it nikesunday at ebenez thi sunday wear your nike gear justdoit myebenez url
4376,Fri Sep 07 15:00:40 +0000 2018,"Anononomus found its soulmate. What is this guy talking about? 100 miles in ten minutes ? #JustDoIt 
Hilarious and he lives in 
OUR WHITE HOUSE ?
Do you believe that? 
@JustWhatNowWhy https://t.co/SmAUsTdAS7",anononomu found it soulmat what is thi guy talk about mile in ten minut justdoit hilari and he live in our white hous do you believ that user_ment url
3960,Fri Sep 07 15:00:36 +0000 2018,No matter what you think on the Colin background. This is AMAZING! So inspiring @Nike  @Kaepernick7 Thank You! #watchit #Nike #JustDoIt https://t.co/3nVBWU6Q1w,no matter what you think on the colin background thi is amaz so inspir user_ment user_ment thank you watchit nike justdoit url
805,Fri Sep 07 15:00:32 +0000 2018,#JustDoIt #JustDontDoit #thanosdidnothingwrong seen it done already but the ones I saw lacked the logo. https://t.co/cW9hgPYLvI,justdoit justdontdoit thanosdidnothingwrong seen it done alreadi but the one i saw lack the logo url
5088,Fri Sep 07 15:00:30 +0000 2018,"I had to do it. 

#NikeAd 
#JustDoIt https://t.co/3V3nuuWOOC",i had to do it nikead justdoit url
4110,Fri Sep 07 15:00:21 +0000 2018,"@ShannonSharpe y'all talk about #TomBrady liking Lebron's, CP3, &amp; Kevin Durant's post about @Kaepernick7 Nike campaign, but what would've been more impressive is if #TB12 would've reposted that same post on his Instagram page...... #TB12 saving face.... #JustDoIt #StandWithKap",user_ment yall talk about tombradi like lebron cp3 kevin durant post about user_ment nike campaign but what wouldv been more impress is if tb12 wouldv repost that same post on hi instagram page tb12 save face justdoit standwithkap
1652,Fri Sep 07 15:00:11 +0000 2018,"#summersale! ⭐

Nike Air Jordan 1 Retro High Og - Hyper Royal/Sail
to the webSHOP 👉🏻 https://t.co/7DSxuYZh6U

#jdi #justdoit #nike #airforce1 #airforce #sale #sales #summersale #endofsummersale https://t.co/ogt3EV6LKt",summersal nike air jordan retro high og hyper to the webshop url jdi justdoit nike airforce1 airforc sale sale summersal endofsummersal url
3916,Fri Sep 07 15:00:01 +0000 2018,"I keep seeing a story floating around about how @Nike lost 3.75B after announcing the #JustDoIt campaign. Every article on the subject says that their market cap was at 131.15B the day before. I'm no mathematician, but doesn't that break down to something like .03%?",i keep see a stori float around about how user_ment lost after announc the justdoit campaign everi articl on the subject say that their market cap wa at the day befor im no mathematician but doesnt that break down to someth like
2862,Fri Sep 07 14:59:57 +0000 2018,"Cool brand message.
#justdoit #Nike https://t.co/7qI00y8akj",cool brand messag justdoit nike url
4695,Fri Sep 07 14:59:51 +0000 2018,@FoxNews @Nike Nooooo!!!! Not the College of the Ozarks!!! Not sure #Nike will be able to recover.... #justdoit #dreamcrazy,user_ment user_ment noo not the colleg of the ozark not sure nike will be abl to recov justdoit dreamcrazi
666,Fri Sep 07 14:59:24 +0000 2018,They was thinking #justDoIt https://t.co/ClCh29VhBw,they wa think justdoit url
4771,Fri Sep 07 14:59:13 +0000 2018,"MiLes * 10th grade * 
Just Doing It ‼️back to sKooL kicks ✊🏾
.
.
.
.
.
#backTOschool #nike #justdoit #airmax @nike @kaepernick7 @yourrightscamp #imwithkap #happy #blackboyjoy #kapernick @… https://t.co/pTIL0MOYkp",mile grade just do it to skool kick backtoschool nike justdoit airmax user_ment user_ment user_ment imwithkap happi blackboyjoy kapernick user_ment url
4179,Fri Sep 07 14:59:04 +0000 2018,😂😂😂 This realtor was smart to use the traction of the @Nike ad campaign for his benefit! And it’s really funny! #justdoit #justlistit https://t.co/jwmHsS65VL,thi realtor wa smart to use the traction of the user_ment ad campaign for hi benefit and realli funni justdoit justlistit url
243,Fri Sep 07 14:58:28 +0000 2018,"#JustDoIt, #Ciano! 

#Veneto  

Credits https://t.co/whWlUVH8Fm https://t.co/JlS3GtUaPG",justdoit ciano veneto credit url url
790,Fri Sep 07 14:58:17 +0000 2018,"Believe in your waves, hair grease, velvet durag, wild boar brush and after sacrificing everything you will have your very own ocean. 

This has been a paid partnership with Nike. 

#justdoit✔️ https://t.co/h0ne34Mtbe",believ in your wave hair greas velvet durag wild boar brush and after sacrif everyth you will have your veri own ocean thi ha been a paid partnership with nike url
701,Fri Sep 07 14:57:31 +0000 2018,Always been my motto. Happy Friday......#GeoffreyOwens #CosbyShow #TraderJoes #actor #teacher #worker #winner #focused #committed #sacrifice #JustDoIt https://t.co/qmHwCUbAMr,alway been my motto happi friday geoffreyowen cosbyshow traderjo actor teacher worker winner focus commit sacrific justdoit url
3922,Fri Sep 07 14:57:29 +0000 2018,"@realDonaldTrump My work just bought us all new work shirts that are made by @Nike .

We wear them proudly! #JustDoIt",user_ment my work just bought us all new work shirt that are made by user_ment we wear them proudli justdoit
382,Fri Sep 07 14:57:22 +0000 2018,@Nike #justdoit LOL!!!!!!!!!!! NFL Season Opener Ratings Crash To Multi-Year Low...https://t.co/EsRWmcv79C,user_ment justdoit lol nfl season open rate crash to multiyear low url
1805,Fri Sep 07 14:57:21 +0000 2018,"@thehill College of the Ozarks?  only half of the 1,500 students graduate. Missouri State is nearby in Brad Pitt's hometown. #JustDoIt",user_ment colleg of the ozark onli half of the student graduat missouri state is nearbi in brad pitt hometown justdoit
1819,Fri Sep 07 14:57:16 +0000 2018,"Love This!!! Become The Greatest Ever! #JustDoIt #Nike 🔥🔥🔥🔥🔥👀🤨✊🏼✊🏾✊🏿😂😂😂😂 #30thAnniversary #ColinKaepernick #SerenaWilliams #LeBronJames #fURs #NuDrēm #SOULfood #SOULmusic #TheCulture #ImWithKap #TakeAKnee #NFL #DonaldTrump #MotivateU 
https://t.co/W6MyRLPvDt",love thi becom the greatest ever justdoit nike colinkaepernick serenawilliam lebronjam fur soulfood soulmus thecultur imwithkap takeakne nfl donaldtrump motivateu url
397,Fri Sep 07 14:57:12 +0000 2018,@ricky_martin My crazy dreams have become reality cos I was crazy enough to #justdoit 😍,user_ment my crazi dream have becom realiti co i wa crazi enough to justdoit
2123,Fri Sep 07 14:57:06 +0000 2018,@tgirlmiller @realDonaldTrump I'm thinking you should STOP doing meth and sleeping with horses I knew you looked familiar #gonike #justdoit,user_ment user_ment im think you should stop do meth and sleep with hors i knew you look familiar gonik justdoit
2648,Fri Sep 07 14:56:54 +0000 2018,@realDonaldTrump I'm an Adidas girl but I'm gonna buy Nike! #ck #TakeAKnee #JustDoIt,user_ment im an adida girl but im gonna buy nike ck takeakne justdoit
3871,Fri Sep 07 14:56:39 +0000 2018,#BringIt #JustDoIt  Be willing to Sacrifice Everything,bringit justdoit be will to sacrific everyth
405,Fri Sep 07 14:56:32 +0000 2018,"@CancerRoadTrip Perhaps start in Porto, Portugal with a Duoro River cruise? 😀
but we don't need an excuse 🙏 #JustDoIt #Travel #traveltribe",user_ment perhap start in porto portug with a duoro river cruis but we dont need an excus justdoit travel traveltrib
453,Fri Sep 07 14:56:13 +0000 2018,And it is because of comments and biases like this that the black lives matter movement was born. #stopthehate #JustDoIt #beontherightsideofhistory #TakeAKnee https://t.co/BBNF1QekJJ,and it is becaus of comment and bias like thi that the black live matter movement wa born stoptheh justdoit beontherightsideofhistori takeakne url
3151,Fri Sep 07 14:56:13 +0000 2018,Don’t ask if your dreams are crazy.. Ask if they’re crazy enough...🙄😃 #justdoit 😎,ask if your dream are crazi ask if crazi enough justdoit
4301,Fri Sep 07 14:55:59 +0000 2018,"Nike being accused of using sweatshops since the 70s? No problem! 

Nike promotes athlete who doesn’t stand for national anthem. Burn all the shoes! Boycott Nike! 

This is why aliens don’t say hi. 

#BoycottNikeJustDoIt #ColinKapernick #JustDoIt #NikeBoycott",nike be accus of use sweatshop sinc the no problem nike promot athlet who stand for nation anthem burn all the shoe boycott nike thi is whi alien say hi boycottnikejustdoit colinkapernick justdoit nikeboycott
1579,Fri Sep 07 14:55:53 +0000 2018,STOP COMPLAINING ABOUT EVERYTHING YA BUNCH OF CRY BABIES... there is literally no satisfying you guys! Y’all always want more more more!!! #JustDoIt #IDONTstandwithKap https://t.co/BO7wHMBU0x,stop complain about everyth ya bunch of cri babi there is liter no satisfi you guy alway want more more more justdoit idontstandwithkap url
1548,Fri Sep 07 14:55:10 +0000 2018,@richarddeitsch @ScottHanson @liam_mchugh Just got these @Nike shoes delivered yesterday!  I’m ordering some more Nike gear today.  I’m with @Kaepernick7!  #JustDoIt https://t.co/qUMvjmDk33,user_ment user_ment user_ment just got these user_ment shoe deliv yesterday order some more nike gear today with user_ment justdoit url
3975,Fri Sep 07 14:54:58 +0000 2018,"If I told you a fan made this, you wouldn't believe me. Powerful stuff. #RingDeBell #Nike #JustDoIt https://t.co/3JBjwaIqye",if i told you a fan made thi you wouldnt believ me power stuff ringdebel nike justdoit url
2069,Fri Sep 07 14:54:52 +0000 2018,#justdoit✔️ @ Four Hundred Rabbits https://t.co/okYd57Phfw,four hundr rabbit url
4644,Fri Sep 07 14:54:43 +0000 2018,Always dream big @Shaquemgriffin #DreamBig #JustDoIt https://t.co/iS4f6YDsGT,alway dream big user_ment dreambig justdoit url
3532,Fri Sep 07 14:54:38 +0000 2018,Even fewer sill get this. #nike #justdoit https://t.co/MrxpJHxTVb,even fewer sill get thi nike justdoit url
3875,Fri Sep 07 14:54:30 +0000 2018,#dermarolling works y’all. Put Rodan + Fields patented and FDA approved Amp Md system to work for your skin. #JustDoIt #skincare #beauty https://t.co/hRIemHAL3A,dermarol work put rodan field patent and fda approv amp md system to work for your skin justdoit skincar beauti url
1832,Fri Sep 07 14:54:15 +0000 2018,So much irony that @nike is taking a page from @realdonaldtrump's playbook—that all news is ultimately good news. Impressive what they themselves chose to unwittingly #sacrifice #earnedmedia #nikeboycott #justdoit https://t.co/24IhpQgkSa https://t.co/HZNKnFhPQL,so much ironi that user_ment is take a page from user_ment all news is ultim good news impress what they themselv chose to unwittingli sacrific earnedmedia nikeboycott justdoit url url
2014,Fri Sep 07 14:54:14 +0000 2018,"The original. mahmoudar123 #nike #justdoit #justice @ Los Angeles, California https://t.co/xOHRNQ7scE",the origin mahmoudar123 nike justdoit justic lo angel california url
475,Fri Sep 07 14:54:12 +0000 2018,"However Made this 
I love you ! #justdoit #nike#fucktrump#lovetrumpshate @ Washington Square (Philadelphia) https://t.co/Qs70jL0Muc",howev made thi i love you justdoit washington squar philadelphia url
3084,Fri Sep 07 14:54:01 +0000 2018,@realDonaldTrump They where thinking we about to be UNIFIED in the new world #politesociety and you'll be stuck in your racist terroristic brainwashing ways that just isn't what America is all about. #Nike #justdoit #hiremenike,user_ment they where think we about to be unifi in the new world politesocieti and youll be stuck in your racist terrorist brainwash way that just isnt what america is all about nike justdoit hiremenik
2854,Fri Sep 07 14:54:01 +0000 2018,"Nike was probably thinking that making @Kaepernick7 part of the #JustDoIt campaign would drive more sales than it would drive away, and that kneeling (a sign of respect) during the anthem is not, in fact, tantamount to spitting in the face of vets. Mocking POW's, by contrast... https://t.co/16hTXGzvei",nike wa probabl think that make user_ment part of the justdoit campaign would drive more sale than it would drive away and that kneel a sign of respect dure the anthem is not in fact tantamount to spit in the face of vet mock pow by contrast url
1383,Fri Sep 07 14:53:58 +0000 2018,"@realDonaldTrump Nike is way smarter than you and know what they’re doing.  They couldn’t care less about what a POS president has to say about them.
#justdoit
#IKneelwithkap
#Istandwithnike
@Nike",user_ment nike is way smarter than you and know what do they care less about what a po presid ha to say about them justdoit ikneelwithkap istandwithnik user_ment
28,Fri Sep 07 14:53:57 +0000 2018,"@ProfessorF Data does not matter when ideology is in play. You have to stand against &lt;insert bad thing here&gt;.

But who would ever oppose someone that is protesting police brutality, racism &amp; discrimination, right? There can't be anything wrong with these causes, right?

#JustDoIt https://t.co/MqrqhmwTqf",user_ment data doe not matter when ideolog is in play you have to stand against bad thing but who would ever oppos someon that is protest polic brutal racism discrimin right there cant be anyth wrong with these caus right justdoit url
2478,Fri Sep 07 14:53:31 +0000 2018,"@realDonaldTrump Please. Please. Mr President
#Justdoit!!!!   #MAGA2020!!",user_ment pleas pleas mr presid justdoit maga2020
4414,Fri Sep 07 14:53:27 +0000 2018,Kap' is one of the faces of @Nike's 30th anniversary 'Just Do It' campaign that encourages people to pride themselves on what makes them different and #JustDoIt #Kaepernick,kap is one of the face of user_ment anniversari just do it campaign that encourag peopl to pride themselv on what make them differ and justdoit kaepernick
